H,T,seed,curvature_fd,dk,price_fit_rmse,price_fit_cond,iv_fit_rmse,iv_fit_cond,fd_selected_bump_frac,fd_status,price_m2,price_se_m2,price_m1,price_se_m1,price_0,price_se_0,price_p1,price_se_p1,price_p2,price_se_p2,price_atm_fit,price_quadratic_coef_scaled,iv_atm_fit,iv_quadratic_coef_scaled,iv_m2,iv_m1,iv_0,iv_p1,iv_p2
0.1,0.1,2,2.8506325058219852,0.010954451150103323,4.6185286875609794e-05,7.980424036748029,0.00015781850898122216,7.980424036748029,0.2,stable,0.03418529460608161,0.0005893560932979247,0.02724602311023582,0.0005348338680903074,0.021163683678563635,0.00047694978718502593,0.016022856931427326,0.0004169065217029665,0.011764284769253255,0.0003573374944366343,0.02116368367860678,3.9229695181820756,0.16775721048251885,1.4253162529109926,0.17096429772111982,0.16901615755699753,0.16775721048264208,0.16684033930849354,0.16632912914563838
0.1,0.1,3,-3.049824991212396,0.010954451150103323,2.2327682657606562e-05,7.980424036748029,9.826114784049127e-05,7.980424036748029,0.2,stable,0.03391942225628216,0.0005908242380860831,0.027096586894693696,0.0005351567375954154,0.021094110191425087,0.00047654800868965276,0.01594863842829646,0.0004167616572163768,0.011694078493930293,0.0003574697320399769,0.021094110191425902,3.570853917236283,0.16720572548070628,-1.524912495606198,0.16826043074520391,0.1678063025412753,0.1672057254807749,0.16623916942105527,0.16491573285590644
0.1,0.1,4,-0.7561831800452321,0.010954451150103323,1.779495895909555e-05,7.980424036748029,0.0001176958280270697,7.980424036748029,0.2,stable,0.034725931731867984,0.0006010616074566131,0.02786177305473162,0.0005455745019892961,0.02182610946862283,0.000486733581997046,0.016651378639102186,0.0004262604745051506,0.012360626187813877,0.0003657435150452003,0.021826109468625645,3.5872198190704436,0.1730080309150013,-0.37809159002261605,0.17515952243057564,0.17399759762437608,0.1730080309150821,0.17192772222386024,0.17076298728788403
0.1,0.1,5,-6.245481533518614,0.010954451150103323,3.571861904178606e-05,7.980424036748029,5.093137645144717e-05,7.980424036748029,0.2,stable,0.03404055389660334,0.0005930114584006118,0.02728620947019805,0.000536310652197227,0.021359245969777715,0.00047628866321015336,0.01623075544414401,0.00041529130474067993,0.01197519210160491,0.00035442072427389795,0.0213592459697467,3.326970728793248,0.16930736521632073,-3.122740766759307,0.16873983202811865,0.1693414491599389,0.16930736521635653,0.1685238234886092,0.16699624954710654
0.1,0.1,6,4.795393050036756,0.010954451150103323,6.611247610450686e-05,7.980424036748029,0.00018068359543245107,7.980424036748029,0.2,stable,0.0343802024586177,0.0005944059666883704,0.027440287645592733,0.0005400260957976815,0.02131683945304105,0.00048280874133682124,0.01615734901910675,0.00042338543790609016,0.011951783309975378,0.00036364833435285416,0.021316839453088307,4.0164906601200006,0.16897122340608128,2.397696525018378,0.17318049105865083,0.17058840592701802,0.16897122340621934,0.16792948805087426,0.16752376516790762
0.1,0.05,0,-2.6676849779997376,0.007745966692414834,1.0369045868549097e-05,7.980424036748029,0.00011994729446234354,7.980424036748029,0.2,stable,0.02409493136041066,0.00041417418691953335,0.019227635018327645,0.0003748919012035058,0.014959288811744829,0.00033316769691264596,0.011313078410277516,0.0002902964034791283,0.008289105244519514,0.0002476366166952041,0.014959288811751749,5.184465042398991,0.1676933647867727,-1.3338424889998688,0.1695718724989045,0.16857867785437602,0.1676933647868567,0.16664799062032223,0.1654545340849419
0.1,0.05,1,-2.2731578647068935,0.007745966692414834,2.5792652718089532e-06,7.980424036748029,0.00010169660104068106,7.980424036748029,0.2,stable,0.02452568497395975,0.0004243286482973666,0.019674711857049245,0.00038503680426136443,0.015432577156092968,0.00034304802628982095,0.011795245068287294,0.0002998388906638669,0.008758595479254958,0.00025668867768884344,0.015432577156092996,5.040021776254091,0.1729989188124912,-1.1365789323534468,0.17447769463682494,0.17369415571646205,0.17299891881256912,0.17216729243648288,0.17123427271002237
0.1,0.05,2,5.65074384359127,0.007745966692414834,3.24315909589058e-05,7.980424036748029,0.00015341240596829922,7.980424036748029,0.2,stable,0.024202264472653886,0.0004184968401694519,0.01930418256561935,0.000379933195684626,0.015010303768251658,0.0003390207497389953,0.011380004431502102,0.0002965947993570239,0.008371649360507917,0.00025449840223088567,0.01501030376828196,5.529828837476825,0.16826524155324818,2.825371921795635,0.17131933302519847,0.16945498826077623,0.16826524155337022,0.1674145394760927,0.16697416126830328
0.1,0.05,3,-5.94857494109319,0.007745966692414834,1.5125407171734212e-05,7.980424036748029,9.410051012342368e-05,7.980424036748029,0.2,stable,0.024016465281428877,0.0004195394841708129,0.0191995028873487,0.000380183887651024,0.01496187206892299,0.00033876217160357867,0.011329069087269203,0.0002965101076455997,0.008323316237070576,0.0002546098136731114,0.014961872068923973,5.040231973066653,0.16772232305430804,-2.974287470546595,0.1686434321596407,0.16825657520950874,0.16772232305437676,0.1668311564025051,0.165602471043577
0.1,0.05,4,-1.5056746175559423,0.007745966692414834,1.2202211591914802e-05,7.980424036748029,0.00011328182663888919,7.980424036748029,0.2,stable,0.02458879528771208,0.00042684359919851973,0.019742878486280216,0.00038761122158002023,0.01548183079230501,0.0003460244831212739,0.011827668942380864,0.00030329536091573765,0.008796509175194766,0.0002605347235506116,0.01548183079230678,5.057382033700007,0.17355105120919675,-0.7528373087779712,0.17555867207937056,0.1744735822938292,0.17355105120927697,0.17253817964735146,0.17144931567934893
0.1,0.05,5,-12.47385567307911,0.007745966692414834,2.505493810390657e-05,7.980424036748029,4.697949650631583e-05,7.980424036748029,0.2,stable,0.024104967352982305,0.00042107977415186125,0.019336550671726908,0.00038098812600299826,0.015152171773991809,0.00033856016659205315,0.011530458738173117,0.0002954545159512347,0.00852319950308755,0.0002524418691488836,0.015152171773969856,4.688882183366681,0.169855579404872,-6.236927836539555,0.1691511126256756,0.16982547870505516,0.16985557940490734,0.16913724876423378,0.16768408156483544
