H,C_H,pref_mall,pref_fd,pref_theory,pref_ratio_mall,pref_ratio_fd
0.05,1.5007652886964453,0.012716250558540193,0.3258666176090351,0.013814608839026753,0.9204929872944604,23.58855190227685
0.1,1.13835,0.019529179186799184,0.3277206354905775,0.02018093145909689,0.9677045495338661,16.239123360326957
0.15,0.8765779298098632,0.022601501438664132,0.33002363313898037,0.022477754279753927,1.0055053168288108,14.682233333079806
0.2,0.686152,0.023310484908097815,0.19256609752768492,0.022650692852667926,1.029129001029749,8.501554401900046
0.25,0.5440448385005334,0.022622923698284943,0.20134362160040714,0.021701142963080844,1.0424761376288927,9.278019224284352
0.3,0.436706,0.021194614970240524,0.28686244232202446,0.02022916139675523,1.047725832749555,14.180639359970572
0.35,0.354302464793659,0.019442119648593437,0.7435583612499114,0.018549038359005017,1.0481470398790165,40.086086774893936
0.4,0.290291,0.017612142501080504,1.06547955722792,0.016842586348737375,1.0456910914041904,63.26104169314798
